area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,mktSegment
136.2,-,1,1121,3,3500000,Terrace,15,Land,Freehold,OCR
266.2,-,1,0724,3,4388888,Terrace,19,Land,999 yrs lease commencing from 1884,OCR
206,21-25,1,0922,3,6510000,Condominium,09,Strata,Freehold,CCR
206.9,-,1,0423,3,4342800,Semi-detached,05,Land,Freehold,RCR
120,06-10,1,0121,3,1280000,Apartment,12,Strata,Freehold,RCR
110,06-10,1,0524,3,1320000,Apartment,14,Strata,Freehold,RCR
180.3,-,1,0623,3,3880000,Terrace,15,Land,Freehold,RCR
367.7,-,1,0521,3,4120000,Semi-detached,16,Land,Freehold,OCR
69,06-10,1,0723,3,1068000,Apartment,08,Strata,Freehold,RCR
306,-,1,0921,3,4450000,Semi-detached,21,Land,Freehold,RCR
80,01-05,1,0623,3,1280000,Apartment,15,Strata,Freehold,OCR
122,01-05,1,1223,3,2050000,Apartment,13,Strata,Freehold,RCR
72,01-05,1,0624,3,1240000,Apartment,15,Strata,Freehold,RCR
137,06-10,1,0623,3,1546000,Condominium,05,Strata,99 yrs lease commencing from 1991,OCR
108,01-05,1,1023,3,1860000,Condominium,21,Strata,Freehold,OCR
106,16-20,1,0423,3,1868000,Apartment,15,Strata,Freehold,RCR
153.2,-,1,0622,3,3050000,Terrace,19,Land,Freehold,OCR
68,16-20,1,0723,1,1918000,Apartment,02,Strata,99 yrs lease commencing from 2019,CCR
233,06-10,1,0723,3,5726000,Condominium,04,Strata,99 yrs lease commencing from 2008,CCR
2176.1,-,1,0621,3,36000000,Detached,11,Land,Freehold,CCR
436.2,-,1,0719,3,6250000,Terrace,11,Land,Freehold,CCR
41,06-10,1,0423,3,730000,Apartment,14,Strata,Freehold,RCR
217,11-15,1,1122,3,2150000,Apartment,13,Strata,Freehold,RCR
177,11-15,1,0223,3,3850000,Apartment,09,Strata,Freehold,CCR
231,-,1,1119,3,1900000,Strata Terrace,14,Strata,Freehold,OCR
244.1,-,1,0223,3,3998000,Terrace,19,Land,Freehold,OCR
154.3,-,1,1020,3,3825000,Terrace,15,Land,Freehold,OCR
90,01-05,1,0424,3,1145000,Condominium,18,Strata,99 yrs lease commencing from 1996,OCR
135,01-05,1,0223,3,1450000,Apartment,12,Strata,Freehold,RCR
82,01-05,1,0923,3,1650000,Apartment,10,Strata,Freehold,CCR
139,01-05,1,1023,3,2120000,Condominium,21,Strata,Freehold,RCR
297.1,-,1,0723,3,6200000,Semi-detached,20,Land,Freehold,RCR
360,01-05,1,0422,3,3650000,Apartment,14,Strata,Freehold,RCR
152,-,1,0322,3,2200000,Strata Terrace,16,Strata,Freehold,OCR
489.5,-,1,1222,3,6000000,Terrace,19,Land,Freehold,OCR
354,-,1,1022,3,8430000,Semi-detached,21,Land,Freehold,RCR
315.8,-,1,0321,3,5350000,Semi-detached,15,Land,Freehold,RCR
202.3,-,1,0822,3,3800000,Terrace,21,Land,Freehold,RCR
127,01-05,1,0522,3,1422850,Apartment,08,Strata,Freehold,RCR
320,01-05,1,1221,3,3500000,Apartment,15,Strata,Freehold,OCR
58,11-15,1,0923,3,1086000,Apartment,11,Strata,Freehold,CCR
60,01-05,1,0523,3,1040000,Condominium,20,Strata,Freehold,RCR
108,11-15,1,0324,3,1550000,Condominium,19,Strata,99 yrs lease commencing from 2011,OCR
75,21-25,1,0423,3,2530000,Condominium,09,Strata,Freehold,CCR
260.1,-,1,0523,3,3300000,Semi-detached,19,Land,999 yrs lease commencing from 1881,OCR
372,-,1,0321,3,7000000,Semi-detached,11,Land,Freehold,CCR
146,01-05,1,0522,3,2000000,Apartment,15,Strata,Freehold,OCR
117,06-10,1,0424,3,1888888,Apartment,16,Strata,99 yrs lease commencing from 2006,OCR
284.7,-,1,0723,3,4880000,Terrace,14,Land,Freehold,OCR
88,01-05,1,0320,3,1230000,Apartment,05,Strata,Freehold,RCR
64,11-15,1,1023,2,1345000,Condominium,13,Strata,99 yrs lease commencing from 2018,RCR
160,01-05,1,0422,3,3000000,Condominium,10,Strata,Freehold,CCR
39,06-10,1,0723,3,940000,Condominium,15,Strata,Freehold,RCR
345,-,1,0522,3,2630000,Strata Detached,19,Strata,999 yrs lease commencing from 1874,OCR
150,01-05,1,0723,3,1840000,Apartment,15,Strata,99 yrs lease commencing from 1977,OCR
103,16-20,1,0723,3,1680000,Condominium,12,Strata,999 yrs lease commencing from 1882,RCR
249,11-15,1,0822,3,8300000,Condominium,09,Strata,Freehold,CCR
353.3,-,1,0222,3,6900000,Semi-detached,15,Land,Freehold,RCR
120,11-15,1,0623,3,1450000,Condominium,19,Strata,99 yrs lease commencing from 1998,OCR
472.5,-,1,0821,3,5900000,Semi-detached,16,Land,Freehold,OCR
100,06-10,1,0424,3,1610000,Condominium,16,Strata,99 yrs lease commencing from 2009,OCR
202,-,1,0721,3,2000000,Strata Terrace,19,Strata,999 yrs lease commencing from 1879,OCR
291.7,-,1,0421,3,4200000,Semi-detached,15,Land,Freehold,RCR
299,-,1,0521,3,5500000,Semi-detached,10,Land,Freehold,CCR
174,01-05,1,0623,3,3475000,Apartment,10,Strata,Freehold,CCR
164,06-10,1,0424,3,3900000,Condominium,10,Strata,Freehold,CCR
93,01-05,1,0222,3,1430000,Apartment,15,Strata,Freehold,RCR
457,-,1,0723,3,6300000,Semi-detached,19,Land,999 yrs lease commencing from 1886,OCR
67,06-10,1,0424,2,1560000,Apartment,03,Strata,99 yrs lease commencing from 2018,RCR
46,01-05,1,0423,3,710000,Apartment,08,Strata,Freehold,RCR
224.2,-,1,1023,3,5600000,Semi-detached,20,Land,Freehold,RCR
111,01-05,1,0722,3,2050000,Apartment,10,Strata,Freehold,CCR
166.1,-,1,0722,3,4600000,Terrace,15,Land,Freehold,OCR
136,01-05,1,0121,3,1600000,Apartment,15,Strata,Freehold,OCR
157,01-05,1,1021,3,2070000,Apartment,15,Strata,Freehold,RCR
876,-,1,0724,3,4250000,Strata Detached,19,Strata,Freehold,OCR
138,06-10,1,1223,3,2918000,Apartment,10,Strata,Freehold,CCR
247.7,01-05,1,0223,3,3640401,Apartment,14,Strata,Freehold,RCR
164.9,-,1,0421,3,2730000,Terrace,19,Land,Freehold,OCR
208.1,-,1,1122,3,4650000,Semi-detached,05,Land,Freehold,RCR
206,01-05,1,1122,3,3780000,Condominium,10,Strata,Freehold,CCR
106,01-05,1,0323,3,1878888,Apartment,15,Strata,Freehold,OCR
548.5,-,1,0621,3,5676000,Terrace,13,Land,Freehold,RCR
91,01-05,1,0920,3,1250000,Apartment,15,Strata,Freehold,OCR
93,06-10,1,0623,3,1910000,Apartment,15,Strata,Freehold,RCR
108,01-05,1,0723,3,1200000,Condominium,16,Strata,99 yrs lease commencing from 1995,OCR
153,01-05,1,0424,3,1770000,Apartment,15,Strata,99 yrs lease commencing from 1977,OCR
631,01-05,1,1021,3,20380000,Condominium,04,Strata,99 yrs lease commencing from 2007,CCR
58,11-15,1,0723,2,1130000,Apartment,19,Strata,99 yrs lease commencing from 2018,OCR
426,-,1,0123,3,5600000,Detached,17,Land,Freehold,OCR
476.8,-,1,0922,3,11300000,Detached,10,Land,Freehold,CCR
499,-,1,1022,3,4150000,Strata Semi-detached,11,Strata,Freehold,CCR
142,-,1,0423,3,2980000,Terrace,08,Land,Freehold,RCR
64,01-05,1,0823,3,1460000,Apartment,02,Strata,99 yrs lease commencing from 2009,RCR
179.2,-,1,1222,3,4180000,Terrace,19,Land,999 yrs lease commencing from 1878,OCR
248,01-05,1,0723,3,5741000,Condominium,04,Strata,99 yrs lease commencing from 2007,CCR
99,31-35,1,0523,3,2180000,Apartment,11,Strata,Freehold,CCR
260.5,-,1,0222,3,4280000,Terrace,15,Land,Freehold,OCR
88,01-05,1,0723,3,1080000,Apartment,14,Strata,Freehold,OCR
144,01-05,1,1023,3,1850000,Apartment,09,Strata,Freehold,CCR
80,01-05,1,1123,3,1250000,Apartment,11,Strata,Freehold,CCR
168.7,-,1,0522,3,3080000,Terrace,20,Land,Freehold,RCR
92,01-05,1,0622,3,980000,Apartment,14,Strata,Freehold,RCR
143,01-05,1,0723,3,2368000,Condominium,21,Strata,999 yrs lease commencing from 1877,OCR
708.3,-,1,0121,3,12000000,Semi-detached,11,Land,Freehold,CCR
113,16-20,1,0523,3,2750000,Condominium,11,Strata,Freehold,CCR
82,01-05,1,0324,3,1650000,Apartment,15,Strata,Freehold,OCR
109,01-05,1,0623,3,1590000,Condominium,15,Strata,99 yrs lease commencing from 1997,RCR
212,11-15,1,0723,3,7200000,Condominium,10,Strata,Freehold,CCR
94,01-05,1,0821,3,1020000,Apartment,14,Strata,Freehold,RCR
98,11-15,1,0123,3,988000,Condominium,14,Strata,Freehold,OCR
122,21-25,1,1023,3,1700000,Condominium,20,Strata,99 yrs lease commencing from 1975,RCR
183,06-10,1,0223,3,5150000,Apartment,09,Strata,Freehold,CCR
257,-,1,0522,3,4600000,Terrace,05,Land,Freehold,RCR
116,01-05,1,0723,3,1550000,Condominium,16,Strata,Freehold,OCR
128,11-15,1,1122,3,2280000,Condominium,13,Strata,Freehold,RCR
132,11-15,1,1223,3,3248000,Condominium,20,Strata,99 yrs lease commencing from 2018,RCR
36,01-05,1,0323,3,610000,Apartment,15,Strata,Freehold,RCR
874.7,-,1,0723,2,15600000,Detached,11,Land,Freehold,CCR
182.5,-,1,0623,3,3188888,Terrace,19,Land,Freehold,OCR
133,06-10,1,0522,3,2300000,Apartment,09,Strata,Freehold,CCR
112,01-05,1,1022,3,1410000,Apartment,19,Strata,Freehold,OCR
155,01-05,1,0322,3,2830000,Condominium,15,Strata,Freehold,RCR
138.3,-,1,0522,3,3800000,Terrace,14,Land,Freehold,RCR
426.7,-,1,0821,3,6520000,Semi-detached,13,Land,Freehold,OCR
243,11-15,1,0322,3,4600000,Condominium,10,Strata,Freehold,CCR
95,01-05,1,0723,3,990000,Apartment,19,Strata,99 yrs lease commencing from 1995,OCR
96,01-05,1,1023,3,1670000,Condominium,19,Strata,Freehold,RCR
180,26-30,1,0623,3,3268888,Apartment,11,Strata,Freehold,CCR
315.7,-,1,0622,3,5100000,Terrace,21,Land,Freehold,RCR
544.1,-,1,0821,3,10830000,Detached,10,Land,Freehold,CCR
322,01-05,1,0423,3,7850000,Condominium,10,Strata,Freehold,CCR
220,01-05,1,0521,3,2200000,Apartment,08,Strata,Freehold,RCR
152.8,-,1,0622,3,3800000,Terrace,21,Land,Freehold,RCR
174,01-05,1,1122,3,3120000,Condominium,09,Strata,99 yrs lease commencing from 2001,CCR
115,01-05,1,1122,3,2700000,Apartment,09,Strata,Freehold,CCR
78,01-05,1,0722,3,1005000,Apartment,13,Strata,Freehold,OCR
140.6,-,1,0424,3,3238000,Terrace,12,Land,Freehold,RCR
76,01-05,1,1123,3,1090000,Apartment,12,Strata,Freehold,RCR
255,01-05,1,0521,3,6420000,Apartment,10,Strata,Freehold,CCR
88,01-05,1,0623,3,1680000,Condominium,11,Strata,Freehold,CCR
33,01-05,1,0723,3,600000,Apartment,08,Strata,Freehold,RCR
73,01-05,1,0822,3,1000000,Apartment,19,Strata,Freehold,OCR
137,01-05,1,0523,3,2088000,Apartment,15,Strata,Freehold,OCR
211,01-05,1,1020,3,1630000,Apartment,14,Strata,Freehold,OCR
1195.4,-,1,1020,3,18000000,Detached,11,Land,Freehold,CCR
11061,01-05,84,0722,3,222180000,Apartment,12,Strata,Freehold,RCR
127,01-05,1,0623,3,1800000,Apartment,15,Strata,Freehold,RCR
264.4,-,1,0421,3,3500000,Terrace,15,Land,Freehold,OCR
169,-,1,0723,3,3250000,Terrace,19,Land,999 yrs lease commencing from 1883,OCR
916.1,-,1,0821,3,23399999,Detached,11,Land,Freehold,CCR
37,01-05,1,0623,3,635000,Apartment,15,Strata,Freehold,OCR
293,-,1,0424,3,3980000,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,CCR
334.2,-,1,0722,3,4350000,Semi-detached,10,Land,99 yrs lease commencing from 1992,CCR
109,01-05,1,1220,3,1588000,Apartment,10,Strata,Freehold,CCR
62,01-05,1,0121,3,850000,Apartment,15,Strata,Freehold,OCR
197.9,-,1,0820,3,2590000,Terrace,19,Land,Freehold,OCR
129,06-10,1,0123,3,3200000,Condominium,10,Strata,Freehold,CCR
65,06-10,1,0721,1,1153187,Apartment,14,Strata,Freehold,RCR
157,01-05,1,0323,3,4300000,Condominium,10,Strata,Freehold,CCR
355.4,-,1,0722,3,5600000,Detached,15,Land,Freehold,RCR
206.6,-,1,1019,3,2600000,Terrace,16,Land,Freehold,OCR
592,01-05,1,0423,3,24900000,Strata Semi-detached,10,Strata,Freehold,CCR
407,-,1,1120,3,2930000,Strata Detached,19,Strata,999 yrs lease commencing from 1953,OCR
137,01-05,1,1123,3,2260000,Apartment,15,Strata,Freehold,OCR
87,01-05,1,0424,3,1170000,Condominium,19,Strata,99 yrs lease commencing from 2011,OCR
143,11-15,1,0523,3,4704000,Condominium,10,Strata,Freehold,CCR
110,01-05,1,0523,3,1688000,Condominium,19,Strata,Freehold,OCR
102,11-15,1,0424,3,1830000,Condominium,18,Strata,99 yrs lease commencing from 2008,OCR
114,06-10,1,0424,3,1800000,Apartment,12,Strata,Freehold,RCR
206,01-05,1,1121,3,3700000,Condominium,11,Strata,Freehold,CCR
118,06-10,1,0522,3,1970000,Apartment,19,Strata,Freehold,OCR
1614.1,-,1,1220,3,34749000,Detached,10,Land,Freehold,CCR
39,06-10,1,0323,3,550000,Apartment,14,Strata,Freehold,RCR
61,01-05,1,1223,3,1020000,Apartment,15,Strata,Freehold,OCR
233.9,-,1,1223,3,7820000,Semi-detached,10,Land,Freehold,CCR
187.4,-,1,1221,3,3300000,Terrace,19,Land,Freehold,OCR
527.8,-,1,0822,3,6366000,Semi-detached,16,Land,Freehold,OCR
58,01-05,1,0822,3,800000,Apartment,19,Strata,999 yrs lease commencing from 1883,OCR
52,06-10,1,1023,3,1188000,Apartment,09,Strata,Freehold,CCR
242,01-05,1,1120,3,2650000,Condominium,16,Strata,Freehold,OCR
119,01-05,1,1023,3,2000000,Condominium,05,Strata,Freehold,OCR
429.7,-,1,0321,3,5450000,Semi-detached,11,Land,Freehold,CCR
170,01-05,1,1222,3,4300000,Condominium,09,Strata,Freehold,CCR
54,01-05,1,0723,3,918000,Apartment,19,Strata,Freehold,OCR
370.1,-,1,0323,3,5000000,Semi-detached,20,Land,Freehold,OCR
224,16-20,1,1123,3,5200000,Apartment,09,Strata,Freehold,CCR
62,01-05,1,0822,3,1150000,Apartment,08,Strata,Freehold,RCR
197.1,-,1,0423,3,5400000,Terrace,19,Land,Freehold,OCR
78,11-15,1,1023,3,1457000,Apartment,12,Strata,Freehold,RCR
604,-,1,0323,3,5100000,Strata Detached,10,Strata,Freehold,CCR
48,01-05,1,0424,2,1030000,Condominium,05,Strata,99 yrs lease commencing from 2019,RCR
40,06-10,1,1123,3,735000,Apartment,14,Strata,Freehold,RCR
93,01-05,1,1123,3,1595000,Apartment,15,Strata,Freehold,OCR
203.5,-,1,0322,3,3050000,Semi-detached,10,Land,99 yrs lease commencing from 1991,CCR
137,11-15,1,0623,3,3650000,Condominium,09,Strata,Freehold,CCR
339.2,-,1,0322,3,5200000,Terrace,21,Land,Freehold,RCR
232.3,-,1,1021,3,3018000,Terrace,16,Land,Freehold,OCR
180,01-05,1,0923,3,2950000,Condominium,21,Strata,999 yrs lease commencing from 1885,RCR
94,01-05,1,0722,3,1230000,Apartment,08,Strata,Freehold,RCR
76,01-05,1,0422,3,1150000,Apartment,15,Strata,Freehold,OCR
42,01-05,1,1122,3,838000,Apartment,11,Strata,Freehold,CCR
153.7,-,1,0821,3,2400000,Terrace,19,Land,99 yrs lease commencing from 2001,OCR
108,01-05,1,0622,3,1080000,Apartment,14,Strata,Freehold,RCR
49,31-35,1,0723,1,1698000,Condominium,09,Strata,Freehold,CCR
334.9,-,1,1123,3,7500000,Semi-detached,19,Land,Freehold,OCR
121,11-15,1,0822,3,2088000,Apartment,14,Strata,Freehold,RCR
288.5,-,1,0523,3,4300000,Terrace,15,Land,Freehold,OCR
84,01-05,1,0523,1,1500000,Apartment,15,Strata,Freehold,OCR
64,01-05,1,0523,2,1900000,Apartment,10,Strata,99 yrs lease commencing from 2018,CCR
529.3,-,1,1120,3,8450000,Detached,13,Land,Freehold,OCR
157.4,-,1,0621,3,2980000,Terrace,15,Land,Freehold,OCR
76,01-05,1,1123,3,1500000,Condominium,13,Strata,99 yrs lease commencing from 2011,RCR
81,01-05,1,1023,3,1670000,Condominium,21,Strata,99 yrs lease commencing from 2018,RCR
339.4,-,1,0324,3,2050000,Semi-detached,21,Land,99 yrs lease commencing from 1972,RCR
117,21-25,1,0524,3,3088000,Condominium,15,Strata,Freehold,RCR
75,06-10,1,0923,2,1640000,Apartment,14,Strata,Freehold,RCR
1320.2,-,1,0423,3,32800000,Detached,10,Land,Freehold,CCR
344.3,-,1,0822,3,7400000,Terrace,04,Land,99 yrs lease commencing from 2005,CCR
37,01-05,1,0523,3,660000,Apartment,19,Strata,Freehold,OCR
82,11-15,1,0523,3,1398000,Executive Condominium,19,Strata,99 yrs lease commencing from 2016,OCR
86,01-05,1,0323,3,1580000,Condominium,21,Strata,Freehold,OCR
148.6,-,1,0523,3,3085000,Terrace,19,Land,Freehold,OCR
349.1,-,1,0422,3,5700000,Semi-detached,21,Land,Freehold,RCR
340.7,-,1,1121,1,9750000,Semi-detached,11,Land,Freehold,CCR
156,01-05,1,1222,3,1688000,Apartment,08,Strata,Freehold,RCR
127,01-05,1,0124,3,1500000,Condominium,19,Strata,99 yrs lease commencing from 1998,OCR
162,06-10,1,1123,3,3680000,Condominium,10,Strata,Freehold,CCR
563,-,1,0623,3,3750000,Strata Detached,13,Strata,Freehold,OCR
171,06-10,1,1123,3,3740000,Apartment,10,Strata,Freehold,CCR
399,-,1,1123,3,3550000,Strata Semi-detached,19,Strata,Freehold,OCR
210.1,-,1,0823,3,6080000,Terrace,11,Land,Freehold,CCR
178,01-05,1,0424,3,3300000,Condominium,10,Strata,Freehold,CCR
290.2,-,1,1121,3,3750000,Terrace,16,Land,Freehold,OCR
206,-,1,0823,3,3600000,Condominium,10,Strata,Freehold,CCR
1342,01-05,10,0621,3,14500000,Apartment,15,Strata,Freehold,RCR
92,06-10,1,1023,3,1268000,Condominium,17,Strata,99 yrs lease commencing from 2011,OCR
83,06-10,1,0721,3,1370000,Apartment,09,Strata,Freehold,CCR
221.3,-,1,0521,3,5720000,Semi-detached,11,Land,Freehold,CCR
68,11-15,1,1223,3,1070000,Condominium,15,Strata,99 yrs lease commencing from 1982,OCR
126,16-20,1,0623,3,2420000,Condominium,04,Strata,Freehold,RCR
85,06-10,1,0623,2,1338000,Condominium,18,Strata,99 yrs lease commencing from 2018,OCR
178,01-05,1,0624,3,4250000,Apartment,09,Strata,Freehold,CCR
200.1,-,1,0522,3,3500000,Terrace,16,Land,Freehold,OCR
321.7,01-05,12,0920,3,11360000,Apartment,12,Land,Freehold,RCR
99,01-05,1,0723,3,1250000,Apartment,14,Strata,Freehold,RCR
321.1,-,1,1021,3,4733000,Semi-detached,19,Land,Freehold,OCR
265,31-35,1,1122,3,9100000,Apartment,09,Strata,99 yrs lease commencing from 2006,CCR
181,01-05,1,0222,3,2550000,Condominium,15,Strata,Freehold,RCR
118,01-05,1,0123,3,2400000,Apartment,09,Strata,Freehold,CCR
144,01-05,1,0724,3,2370000,Apartment,09,Strata,Freehold,CCR
46,01-05,1,1121,3,820000,Apartment,08,Strata,Freehold,RCR
2525.2,-,1,0521,3,29000000,Detached,10,Land,Freehold,CCR
111,01-05,1,0422,3,2000000,Apartment,15,Strata,Freehold,RCR
331.3,-,1,0623,3,5300000,Terrace,21,Land,Freehold,RCR
329.6,-,1,0723,3,10380000,Semi-detached,10,Land,999 yrs lease commencing from 1877,CCR
460,36-40,1,0822,3,23000000,Condominium,10,Strata,Freehold,CCR
256,01-05,1,0323,3,9500000,Apartment,10,Strata,Freehold,CCR
339,-,1,0422,3,1310000,Semi-detached,21,Land,99 yrs lease commencing from 1952,RCR
119,01-05,1,0223,3,2600000,Condominium,11,Strata,Freehold,CCR
154,01-05,1,0122,3,2350000,Apartment,15,Strata,Freehold,OCR
702.3,-,1,0321,3,12850000,Semi-detached,11,Land,Freehold,CCR
127,06-10,1,1223,3,2350000,Apartment,21,Strata,Freehold,RCR
65,16-20,1,0424,3,1460000,Apartment,02,Strata,99 yrs lease commencing from 2008,CCR
73,06-10,1,0823,1,2470000,Apartment,02,Strata,99 yrs lease commencing from 2023,RCR
113,26-30,1,0923,3,3680000,Condominium,09,Strata,Freehold,CCR
120,01-05,1,0521,3,1120000,Apartment,19,Strata,999 yrs lease commencing from 1879,OCR
391.8,-,1,1020,3,3180000,Terrace,20,Land,Freehold,RCR
460.6,-,1,0521,3,6880000,Semi-detached,10,Land,Freehold,CCR
166.8,-,1,1020,3,2770000,Terrace,13,Land,Freehold,RCR
169,01-05,1,0120,3,2800000,Condominium,10,Strata,999 yrs lease commencing from 1875,CCR
107.4,-,1,1021,3,2428000,Terrace,20,Land,Freehold,RCR
37,01-05,1,0324,3,698888,Apartment,21,Strata,Freehold,RCR
290.3,-,1,0721,3,4200000,Semi-detached,10,Land,99 yrs lease commencing from 2008,CCR
149.8,-,1,1120,3,2500000,Terrace,19,Land,Freehold,OCR
184.2,01-05,2,0121,3,2780000,Apartment,15,Strata,Freehold,RCR
92,01-05,1,1022,3,1900000,Condominium,10,Strata,Freehold,CCR
434.3,-,1,0624,3,4850000,Semi-detached,19,Land,Freehold,OCR
314.2,-,1,0823,3,5500000,Semi-detached,20,Land,Freehold,RCR
72,11-15,1,0524,3,1500000,Apartment,15,Strata,Freehold,RCR
14123,01-05,72,0921,3,371000000,Condominium,05,Strata,Freehold,RCR
1030,-,1,0222,3,24800000,Detached,10,Land,Freehold,CCR
321.5,-,1,0821,3,5688000,Terrace,20,Land,Freehold,RCR
204.3,-,1,0423,3,3850000,Terrace,19,Land,Freehold,OCR
156,06-10,1,0723,1,3379000,Apartment,08,Strata,99 yrs lease commencing from 2021,RCR
72,01-05,1,1023,3,1065000,Apartment,19,Strata,Freehold,OCR
104,06-10,1,1121,3,2050000,Apartment,09,Strata,Freehold,CCR
120,06-10,1,0623,3,1400000,Executive Condominium,18,Strata,99 yrs lease commencing from 2002,OCR
120,01-05,1,1022,3,1298000,Apartment,14,Strata,Freehold,RCR
144,01-05,1,0422,3,2255000,Apartment,15,Strata,Freehold,RCR
388.1,-,1,0422,3,8300000,Semi-detached,15,Land,Freehold,RCR
324.6,-,1,0922,3,3350000,Semi-detached,16,Land,99 yrs lease commencing from 1995,OCR
163.1,-,1,0822,3,3600000,Terrace,15,Land,Freehold,OCR
191,01-05,1,1023,3,2500000,Apartment,15,Strata,Freehold,RCR
50,26-30,1,1223,3,1170000,Apartment,02,Strata,99 yrs lease commencing from 2011,CCR
47,01-05,1,0624,3,800000,Condominium,19,Strata,99 yrs lease commencing from 2012,OCR
143,01-05,1,0923,3,440000,Apartment,18,Strata,99 yrs lease commencing from 1953,OCR
1446.2,-,1,0820,3,18000000,Detached,10,Land,999 yrs lease commencing from 1877,CCR
109,-,1,0723,3,5150000,Terrace,15,Land,Freehold,RCR
322,11-15,1,0222,3,7000000,Condominium,10,Strata,Freehold,CCR
95,01-05,1,0422,3,1340000,Apartment,19,Strata,Freehold,OCR
118,01-05,1,0123,1,2585427,Apartment,15,Strata,Freehold,RCR
79,01-05,1,0723,3,1220000,Condominium,19,Strata,99 yrs lease commencing from 2010,OCR
227,11-15,1,0423,3,3000000,Apartment,12,Strata,Freehold,RCR
112,01-05,1,0422,1,1405000,Executive Condominium,18,Strata,99 yrs lease commencing from 2019,OCR
500,-,1,0321,3,11000000,Detached,11,Land,Freehold,CCR
172,01-05,1,0921,3,2370000,Apartment,15,Strata,Freehold,RCR
333,21-25,1,0423,3,18000000,Condominium,10,Strata,Freehold,CCR
100,11-15,1,0424,3,2200000,Apartment,09,Strata,Freehold,CCR
145,01-05,1,0723,3,2350000,Apartment,08,Strata,Freehold,RCR
211.6,-,1,0723,3,3810000,Terrace,21,Land,Freehold,RCR
92,01-05,1,0323,3,1830000,Apartment,15,Strata,Freehold,RCR
128,01-05,1,0624,3,2890000,Condominium,21,Strata,Freehold,RCR
142,01-05,1,0623,3,2200000,Condominium,05,Strata,99 yrs lease commencing from 2004,OCR
137,01-05,1,0922,3,1738000,Apartment,13,Strata,Freehold,OCR
143.3,-,1,0919,3,2180000,Terrace,13,Land,Freehold,RCR
418.3,-,1,1222,3,3900000,Detached,16,Land,99 yrs lease commencing from 1994,OCR
305.4,-,1,0320,3,3700000,Semi-detached,16,Land,Freehold,OCR
146,01-05,1,0424,3,3350000,Condominium,21,Strata,999 yrs lease commencing from 1884,RCR
244,01-05,1,0323,3,3560000,Apartment,10,Strata,Freehold,CCR
143,26-30,1,1223,3,2975000,Condominium,10,Strata,99 yrs lease commencing from 2010,CCR
49,11-15,1,1022,3,820000,Apartment,15,Strata,Freehold,RCR
42,06-10,1,0424,3,660000,Apartment,14,Strata,Freehold,RCR
197.3,-,1,0921,1,5568000,Semi-detached,15,Land,Freehold,OCR
328.8,-,1,0721,3,4800000,Terrace,05,Land,Freehold,OCR
153.3,-,1,1222,3,3000000,Terrace,19,Land,Freehold,OCR
88,01-05,1,1123,3,1855000,Condominium,11,Strata,Freehold,CCR
119,01-05,1,0523,3,1270000,Apartment,12,Strata,Freehold,RCR
224.7,-,1,0123,1,6539400,Semi-detached,15,Land,Freehold,RCR
51,06-10,1,0623,3,1195000,Apartment,10,Strata,Freehold,CCR
161,01-05,1,0922,3,3500000,Condominium,10,Strata,Freehold,CCR
157.9,-,1,1022,3,3600000,Terrace,15,Land,Freehold,RCR
120,06-10,1,1121,3,1430000,Apartment,19,Strata,Freehold,OCR
337.2,-,1,0222,3,6180000,Semi-detached,19,Land,Freehold,OCR
90,01-05,1,0424,3,2180000,Apartment,09,Strata,Freehold,CCR
262.5,-,1,1121,3,4100000,Semi-detached,19,Land,Freehold,OCR
101,01-05,1,0523,3,2320000,Condominium,10,Strata,Freehold,CCR
97,01-05,1,1220,3,1250000,Apartment,15,Strata,Freehold,OCR
47,01-05,1,0724,3,1165000,Apartment,10,Strata,Freehold,CCR
808,31-35,1,0523,3,18800000,Apartment,01,Strata,99 yrs lease commencing from 2011,CCR
163.2,-,1,0624,3,3550000,Terrace,19,Land,Freehold,OCR
542,-,1,0121,3,4750000,Semi-detached,19,Land,Freehold,OCR
